適用規格,調査名,調査目的,調査対象,ボーリング連番,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,測地系,コード1次,コード2次,コード3次,発注機関名称,調査期間_終了年月日,調査会社_名称,孔口標高,総掘進長,柱状図様式,掘進方向,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石群コード,色調_下端深度,標準貫入試験_開始深度,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,孔内水位_孔内水位,バージョン変換情報,事業工事名,ボーリング名,ボーリング総数,取得方法コード,読取精度コード,調査期間_開始年月日,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,掘進角度,地盤勾配,試錐機_名称,試錐機_能力,試錐機_方法,エンジン_名称,ハンマー落下用具_コード,ハンマー落下用具_名称,N値記録用具_コード,N値記録用具_名称,ポンプ_名称,岩石土区分_岩石土記号,岩石土区分_岩石,色調_色調名,観察記事_上端深度,観察記事_下端深度,観察記事_記事,硬軟区分判定表_コード,硬軟区分判定表_記号,硬軟区分判定表_区分,硬軟区分判定表_説明,硬軟区分_下端深度,硬軟区分_硬軟区分,コア形状区分判定表_コード,コア形状区分判定表_記号,コア形状区分判定表_区分,コア形状区分判定表_説明,コア形状区分_下端深度,コア形状区分_コア形状区分,割れ目区分_下端深度,割れ目区分_割れ目区分,風化区分_下端深度,風化区分_風化区分,変質区分判定表_コード,変質区分判定表_記号,変質区分判定表_区分,変質区分判定表_説明,変質区分_下端深度,変質区分_変質区分,孔内水位_測定年月日,孔内水位_掘削状況コード,孔内水位_掘削状況,孔内水位_水位種別コード,掘削工程_測定年月日,掘削工程_掘進深度,掘削工程_ケーシング下端深度,孔径孔壁保護_下端深度,孔径孔壁保護_孔径,孔径孔壁保護_孔壁保護コード,孔径孔壁保護_孔壁保護実施理由,掘進速度_下端深度,掘進速度_掘進速度,コアチューブビット_下端深度,コアチューブビット_コアチューブ名,コアチューブビット_ビット名,給圧条件_下端深度,給圧条件_給圧,回転数_下端深度,回転数_回転数,送水条件_下端深度,送水条件_送水圧,送水条件_送水量,送水条件_排水量,送水条件_送水種類コード,コア採取率_下端深度,コア採取率_採取率,最大コア長_下端深度,最大コア長_コア長,RQD_下端深度,RQD_RQD,岩級区分判定表_項目名,岩級区分判定表_コード,岩級区分判定表_記号,岩級区分判定表_説明,岩級区分_下端深度,岩級区分_岩級区分,地質柱状図様式,ハンマ落下用具_コード,ハンマ落下用具_名称,岩石土区分_岩相,色調_状態,観察記事枠線_下端深度,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,標準貫入試験_10_20打撃回数,標準貫入試験_10_20貫入量,標準貫入試験_20_30打撃回数,標準貫入試験_20_30貫入量,孔内水平載荷試験_試験深度,孔内水平載荷試験_試験方法コード,孔内水平載荷試験_初期圧,孔内水平載荷試験_降伏圧,孔内水平載荷試験_変形係数,透水試験_上端深度,透水試験_下端深度,透水試験_試験コード,透水試験_試験方法,透水試験_透水係数,P波試験_上端深度,P波試験_下端深度,P波試験_速度,S波試験_上端深度,S波試験_下端深度,S波試験_速度,試料採取_上端深度,試料採取_下端深度,試料採取_試料番号,試料採取_採取方法コード,地質時代_上端深度,地質時代_下端深度,地質時代_地質時代名,地質時代_形成年代上限,地質時代_形成年代下限,孔径孔壁保護_孔壁保護方法,標準貫入試験_備考,座標定義,座標,エンジン_能力,エンジン_単位,ポンプ_能力,ポンプ_単位,櫓種類コード,相対密度稠度_下端深度,相対密度_コード,相対密度_状態,相対稠度_コード,相対稠度_状態,地層岩体区分_上端深度,地層岩体区分_下端深度,地層岩体区分_地層岩体名,割れ目区分判定表_コード,割れ目区分判定表_記号,割れ目区分判定表_区分,割れ目区分判定表_説明,風化区分判定表_コード,風化区分判定表_記号,風化区分判定表_区分,風化区分判定表_説明,孔内水平載荷試験_載荷パターン,断層破砕帯区分_上端深度,断層破砕帯区分_下端深度,断層破砕帯区分_性状コード,送水条件_送水種類,孔内水位_水位種別備考,取得方法説明,岩石土区分_変成岩岩石,試料採取_試験名,その他原位置試験_試験名,その他原位置試験_上端深度,その他原位置試験_下端深度,その他原位置試験_試験結果,掘進方位,P波試験_起振方式,S波試験_起振方式,試料採取_採取方法,保孔管_下端深度,保孔管_種別コード,保孔管_備考,フリー情報
JIS A 0206-2008,平成９年度揖斐川右岸堤防詳細点検,08,21,41 ,136,37,58.399,35,24,30.968,1,5336,05,90,国土交通省 中部地方整備局 木曽川上流河川事務所,1998-04,基礎地盤コンサルタンツ株式会社,19.85,27.30,1,000,027.30,礫質土,1,027.30,027.15,50,15,008.45,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,GF,531100000,暗褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,２１．２２号バイパス地質調査,18,21,1  ,136,46,37.556,35,23,18.889,1,5336,06,62,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,,20.10,1,000,021.10,礫,1,021.10,015.70,17,30,000.20,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G,531111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和５８年度岩戸地区地質調査,01,05,3  ,136,47,7.75,35,25,4.777,1,5336,16,02,国土交通省 中部地方整備局 岐阜国道事務所,1983-09,中央開発株式会社,11.92,13.00,1,000,013.00,岩盤,1,013.00,010.00,50,02,001.60,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,GC,999040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和６２年度岐阜東バイパス岩戸高架橋地質調査,01,05,12 ,136,47,7.35,35,25,9.477,1,5336,16,02,国土交通省 中部地方整備局 岐阜国道事務所,1987-08,中央開発株式会社,11.17,15.00,1,000,015.00,粘土質高有機質土(腐植土),1,015.00,015.00,60,30,002.30,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,2,,,,,SM,531231030,暗褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自沈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成２年度東海環状自動車道その６地質調査,01,02,8  ,136,52,41.309,35,30,35.648,1,5336,27,10,国土交通省 中部地方整備局 岐阜国道事務所,1990-11,日本工営（株）,53.97,12.35,1,000,012.35,玉石混り礫,1,012.35,012.15,50,20,004.80,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,G-B,521111000,褐灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,揖斐川堤防地質調査,08,01,2  ,136,38,44.597,35,23,42.474,1,5336,05,71,国土交通省 中部地方整備局 木曽川下流河川事務所,1976-12,株式会社ダイヤコンサルタント名古屋支店,13.06,16.35,1,000,016.35,礫,1,016.35,016.15,50,20,003.50,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,G,531111000,黄褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１１年度　２１号坂祝バイパス勝山地区地質調査,01,01,2  ,136,58,12.09,35,25,45.589,1,5336,17,17,国土交通省 中部地方整備局 岐阜国道事務所,1999-10,住鉱コンサルタント株式会社,71.90,11.14,1,000,011.14,シルト混り礫質土,1,011.14,011.10,60,04,001.80,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,M,532110000,黄褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,005.70,01,02.00,12.10,00222.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和４６年度岐阜東バイパス地質調査大垣地区杭瀬川,18,21,1  ,136,35,11.919,35,22,18.379,1,5336,04,46,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,8.32,12.50,1,000,012.50,礫,1,012.50,012.30,58,20,001.30,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G,531111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成14年度 東海環状岐阜三輪地区地質調査,01,04,0001,136,49,11.5270,35,30,40.5420,1,5336,26,15,国土交通省中部地方整備局　岐阜国道工事事務所,2003-03-20,住鉱コンサルタント株式会社,58.86,11.00,1,,11.00,砂岩,1,11.00,11.00,50,0,4.80,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),平成14年度 東海環状岐阜三輪地区地質調査,No.1,0006,02,1,2003-01-21,平野義明,上籠洋昭,上籠洋昭,小久保暢人,0.00,41.00,YBM-05,50,2,NFD10,4,コーンプーリー法,2,野張,V6,Ss,111200002,黄褐～青灰,8.40,11.00,コアは岩片状主体\n一部、礫状\n亀裂多く発達\n岩片は軟質\nハンマにて容易に割れる\n8.65～8.85m、砂状主体\n9.35m～青灰色となる\n岩片は中硬質\n10.00～10.30m、粘板岩挟む\nコアは岩片～礫状主体,,,,,,,,,,,,,,,,,,,,,,,2003-03-03,,8.85,,2003-03-03,11.00,,11.00,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.00,50,0,15,3,20,10,,,,,,,,,,,,,,,,,,,,,1.00,11.00,ジュラ紀～石炭紀,122000000,132000000,裸孔,,,,10,PPS,50,L/min,,11.00,0,,0,,1.00,11.00,美濃帯堆積岩,,,,,,,,,,,,,,,,312010000,,,,,,,,,,,,,
JIS A 0206-2008,平成３年度東海環状自動車道加治田島之洞地区地質調査,01,04,1  ,137,0,2.273,35,29,21.467,1,5337,10,80,国土交通省 中部地方整備局 岐阜国道事務所,1992-01,基礎地盤コンサルタンツ株式会社,117.41,33.00,2,090,033.00,中硬岩,1,033.00,,,,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,270,,,,,,4,,,,,MR,999010003,暗褐灰緑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,犀川調整池地質調査,08,06,5  ,136,40,45.59,35,22,7.588,1,5336,05,44,国土交通省 中部地方整備局 木曽川上流河川事務所,1979-08,応用地質株式会社,5.96,20.35,1,000,020.35,シルト混り砂質土,1,020.35,020.00,12,30,001.25,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,SF,531200000,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自沈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１２年度東海環状富加地区地質調査,01,01,0  ,137,0,6.173,35,29,13.768,1,5337,10,80,国土交通省 中部地方整備局 岐阜国道事務所,2000-10,中央開発株式会社中部支店,126.77,8.00,1,000,008.00,軟岩・風化岩,1,008.00,006.00,99,20,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,,,灰褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成９年度揖斐川右岸堤防詳細点検,08,21,35 ,136,38,24.399,35,23,38.974,1,5336,05,71,国土交通省 中部地方整備局 木曽川上流河川事務所,1998-04,基礎地盤コンサルタンツ株式会社,18.25,25.35,1,000,025.35,礫質土,1,025.35,025.15,50,20,010.20,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,GF,531100000,暗褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１２年度東海環状富加地区地質調査,01,01,5  ,137,0,6.673,35,29,14.268,1,5337,10,80,国土交通省 中部地方整備局 岐阜国道事務所,2000-10,中央開発株式会社中部支店,122.36,10.00,1,000,010.00,軟岩・風化岩,1,010.00,006.15,41,30,002.80,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,,,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,犀川調整池地質調査,08,06,7  ,136,40,21.792,35,22,5.988,1,5336,05,43,国土交通省 中部地方整備局 木曽川上流河川事務所,1979-08,応用地質株式会社,6.26,30.30,1,000,030.30,礫質土,1,030.30,030.00,46,30,001.20,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,GF,531100000,褐褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自沈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和４８年度名濃バイパス可児地区他４ヶ所地質調査,18,21,1  ,136,35,11.918,35,22,18.479,1,5336,04,46,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,6.70,16.38,1,000,016.38,砂,1,016.38,016.15,50,23,000.60,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,S,531211000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成９年度揖斐川右岸堤防詳細点検,08,21,21 ,136,39,20.599,35,21,7.793,1,5336,05,22,国土交通省 中部地方整備局 木曽川上流河川事務所,1998-05,基礎地盤コンサルタンツ株式会社,9.68,13.45,1,000,013.45,粘土質シルト,1,013.45,013.15,08,30,004.10,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,MC,532110040,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１１年度　２１号坂祝バイパス勝山地区地質調査,01,01,3  ,136,58,9.89,35,25,45.989,1,5336,17,17,国土交通省 中部地方整備局 岐阜国道事務所,1999-10,住鉱コンサルタント株式会社,68.23,14.00,2,000,014.00,中硬岩,1,014.00,012.00,50,03,002.00,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,MR,999010003,灰白,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,008.00,01,00.70,02.58,00019.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和６２年度岐阜東バイパス岩戸高架橋地質調査,01,05,11 ,136,47,7.35,35,25,8.477,1,5336,16,02,国土交通省 中部地方整備局 岐阜国道事務所,1987-08,中央開発株式会社,12.39,25.05,1,000,025.05,粘土質高有機質土(腐植土),1,025.05,025.00,60,05,002.50,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,2,,,,,MS,532110020,褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自沈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成２年度東海環状自動車道その６地質調査,01,02,9  ,136,52,45.008,35,30,36.548,1,5336,27,10,国土交通省 中部地方整備局 岐阜国道事務所,1990-11,日本工営（株）,54.09,10.38,1,000,010.38,玉石混り礫,1,010.38,010.15,50,23,003.60,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,G-B,521111000,褐灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,岐阜東バイパス岩戸地区地質調査,01,05,2  ,136,47,7.85,35,25,8.477,1,5336,16,02,国土交通省 中部地方整備局 岐阜国道事務所,1981-10,株式会社キンキ地質センター名古屋事務所,10.05,18.20,2,000,018.20,岩盤,1,018.20,017.00,99,30,000.00,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G-C,999040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成15年度　東海環状大垣地区地質調査,01,05,0003,136,34,43.4240,35,21,0.4870,1,5336,04,26,国土交通省 中部地方整備局 岐阜国道事務所 調査課,2004-03-26,株式会社 キンキ地質センター 名古屋支店,4.70,38.40,1,,38.40,礫混り砂,1,38.40,38.15,50,25,0.90,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),東海環状大垣地区,No.3,0010,02,1,2004-02-04,近藤 道男,吉田 隆博,吉田 隆博,奥田 正文,0.00,0.00,吉田鉄工所製_YBM-05型,,,ヤンマー製_NFDA-9型,2,半自動型,2,野張,V-6,S-G,531212000,暗青灰,38.00,38.40,含水中。砂は細砂。,,,,,,,,,,,,,,,,,,,,,,,2004-02-12,1,,13,2004-02-19,38.40,37.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.40,9,10,17,10,24,5,5.50,01,156.3,529.4,2.27E+04,21.00,21.50,01,,1.56E-02,,,,,,,21.15,21.43,3-P-5,100,,,,,,,,,,,,,,,38.40,5,,0,,,,,,,,,,,,,単調載荷,,,,,,,,粒度試験,,,,,,,,,,,,
JIS A 0206-2008,昭和５２年度徳田架外１件地質調査（徳田地区）,01,05,1  ,136,46,37.356,35,23,17.289,1,5336,06,62,国土交通省 中部地方整備局 岐阜国道事務所,1977-10,東建地質調査株式会社,9.99,15.10,1,000,015.10,礫質土,1,015.10,015.10,50,30,003.50,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,GF,531100000,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成３年度油坂坂道路地質調査その２,01,05,2  ,136,50,55.668,35,52,44.293,1,5336,66,57,国土交通省 中部地方整備局 岐阜国道事務所,1991-07,明治コンサルタント株式会社,411.80,20.00,2,000,020.00,中硬岩,1,020.00,010.10,50,05,010.25,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,MR,999010003,淡灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,013.00,02,04.00,44.00,07100.00,,,,,,,,,,,,,,,,,,,,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,２１．２２号バイパス地質調査,18,21,1  ,136,46,35.157,35,23,18.589,1,5336,06,62,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,,18.60,1,000,018.60,玉石混り礫質土,1,018.60,013.70,30,30,001.30,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,S,531211000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和４０年度岐大バイパス中小橋地質調査,18,21,1  ,136,41,19.084,35,23,10.782,1,5336,05,65,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,6.20,20.50,1,000,020.50,砂混り礫,1,020.50,018.15,50,30,004.60,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G-S,531112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,各務原市鵜沼羽場他,18,21,1  ,136,45,26.662,35,23,31.885,1,5336,06,70,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,0.11,10.30,1,000,010.30,砂混り礫,1,010.30,010.00,50,30,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G-S,531112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,新木曽川橋及び円城寺橋基礎地質調査工事,18,,,136,46,59.357,35,22,11.497,1,5336,06,42,国土交通省 中部地方整備局 岐阜国道事務所,1961-11,建設省 中部技術事務所,7.00,30.50,,00,030.50,玉石,1,030.50,028.50,50,07,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,9,,,,,B,510000010,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１２年度　越波谷第４砂防ダム実施設計業務委託,09,01,1  ,136,37,32.359,35,43,42.336,1,5336,45,70,国土交通省 中部地方整備局 越美山系砂防事務所,2000-08,三井共同建設コンサルタント（株）,510.23,5.50,1,000,005.50,粘土質砂質土,1,005.50,005.15,18,30,002.85,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,9,,,,,SF,531200000,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
